order_id,customer_id,order_date,total_amount,status,created_at
774bef01-96a0-43c2-8822-e21dc4ff153d,d65694d9-603a-4ea5-a4d3-092d6e8b05ba,2023-12-05,4808.1,cancelled,2023-12-05
1bd5e62a-9e30-4945-8f96-760520e25b97,d65694d9-603a-4ea5-a4d3-092d6e8b05ba,2023-12-17,2820.66,completed,2023-12-17
ed62a6f1-aa4d-445f-861c-8da7633f12b5,d65694d9-603a-4ea5-a4d3-092d6e8b05ba,2023-12-26,1080.75,completed,2023-12-26
20272e92-99c6-4fa0-a260-995bad662fc1,d65694d9-603a-4ea5-a4d3-092d6e8b05ba,2024-01-01,9755.8,completed,2024-01-01
a257f53c-29af-4a34-b518-4c8f9d8c284d,4a109674-6595-46cf-9ef0-dbb62f5116a0,2023-02-21,2542.9,completed,2023-02-21
244b2e4c-1cec-4526-9b73-8ec8b093b1c5,ea7eb31f-76a9-4bda-b782-c4aa4a821ff5,2023-02-23,5195.43,completed,2023-02-23
5d962349-69c6-4dbe-9e15-044fe5a49346,f009216d-6bb3-4932-9d39-c0a0260fe532,2022-11-20,3782.58,completed,2022-11-20
21f5bd8b-8011-4a34-a47a-73ecc1814ba4,f009216d-6bb3-4932-9d39-c0a0260fe532,2022-12-03,1205.77,completed,2022-12-03
19c1a5f6-eb94-4735-9030-efe02387edc0,59623c82-0e97-4956-852f-a3a7de307bca,2023-12-02,3035.03,completed,2023-12-02
b6dcfca5-2fd7-4790-b1e5-3e7f6af605af,4b13b315-a016-45c6-b6b8-2303851fcfc9,2023-09-18,4533.81,completed,2023-09-18
2731db9e-c37c-4dc7-8a1f-0b88299dd105,4b13b315-a016-45c6-b6b8-2303851fcfc9,2023-10-06,9529.81,completed,2023-10-06
0d971634-9cbe-4a09-8e69-66240625d3f6,aa98109c-bd46-478c-b0e3-bf27771ebb3b,2023-02-23,697.06,cancelled,2023-02-23
01120893-789d-4bec-8965-14cf3e671a88,dbedf751-9fe9-439e-b500-26e8607875b7,2023-09-14,3175.34,completed,2023-09-14
9c564299-e52d-447a-89f7-c971e8166f91,dbedf751-9fe9-439e-b500-26e8607875b7,2023-09-26,3344.73,completed,2023-09-26
7c692d91-20ae-4a14-83c0-09bf33b28513,3e011bd8-ad90-4164-89e5-e97c8fb82f02,2023-09-27,13695.26,completed,2023-09-27
54576d3d-98d6-496a-be1c-8a3d9a2866ae,3e011bd8-ad90-4164-89e5-e97c8fb82f02,2023-10-12,902.68,completed,2023-10-12
9f686336-df57-47ba-bd71-f013af981751,3e011bd8-ad90-4164-89e5-e97c8fb82f02,2023-10-22,9198.29,completed,2023-10-22
e66f383b-07cb-41fd-838c-ef1c8817432e,d55bdae1-e474-441f-a468-bbce7b769da3,2023-11-14,3080.3,completed,2023-11-14
398c3d3b-18fa-4f99-83d9-84af6025eef9,8d240e92-9272-4760-8336-6e44a6566400,2023-04-02,15012.42,completed,2023-04-02
29637b36-fae6-4b26-abe2-c3bc7df178ea,8d240e92-9272-4760-8336-6e44a6566400,2023-04-17,383.1,completed,2023-04-17
8fe31aed-9531-47a7-be59-43a0cb5dc095,8e6f8240-5e5e-4910-ac62-1d9d410d2a60,2022-12-22,1682.87,completed,2022-12-22
65431595-c332-46dd-9029-165cdf5b5965,14d812c5-e782-4a81-8f5c-4a97bbb2ebf9,2023-12-19,5910.3,completed,2023-12-19
76d4e576-ecfc-42d3-9564-a3e75abc7a1b,887a4651-7773-4436-883e-2e0d24c4080a,2023-11-14,3712.28,completed,2023-11-14
e4b113f4-3a7b-4566-a90b-fbdaaf44b1d5,887a4651-7773-4436-883e-2e0d24c4080a,2023-12-04,3027.86,cancelled,2023-12-04
ffdcaea3-7d94-4129-8760-48e9b8672158,887a4651-7773-4436-883e-2e0d24c4080a,2023-12-24,416.2,completed,2023-12-24
95586e5f-a664-4e09-b545-003b12c37273,9238e779-f875-4707-8353-473e3f511f2d,2023-05-01,11314.48,completed,2023-05-01
876cb74d-62e5-4c79-8ebf-54e730ce711c,9238e779-f875-4707-8353-473e3f511f2d,2023-05-15,10111.26,cancelled,2023-05-15
2e805820-d290-461d-9ecc-5eec5a62ba97,9238e779-f875-4707-8353-473e3f511f2d,2023-06-02,5593.05,completed,2023-06-02
c5474e73-e0a2-4fa3-abcd-b0f5c5658c8e,106ee88c-9da4-49a6-a0c1-c888dddf1643,2023-08-13,4296.35,completed,2023-08-13
7ebac56f-b894-4af5-b950-453d8084177b,106ee88c-9da4-49a6-a0c1-c888dddf1643,2023-09-04,3407.94,completed,2023-09-04
72eae769-3a3f-44b0-9f56-8c1670a37527,c7457b8c-97cd-4bc6-9833-7a64fd2ab163,2023-11-18,11167.19,completed,2023-11-18
f82c0adc-2b7e-423b-ba8d-2f82e59ee2d5,c7457b8c-97cd-4bc6-9833-7a64fd2ab163,2023-12-01,1978.36,completed,2023-12-01
bb51702f-9453-4e35-9d50-67ab74c670da,c7457b8c-97cd-4bc6-9833-7a64fd2ab163,2023-12-13,17818.66,cancelled,2023-12-13
3a0a2023-1661-48c8-a728-fcaaa320147b,45c7a62b-01d3-4bdc-a851-4b8cff154319,2023-06-19,13170.6,completed,2023-06-19
7145164d-39d3-47b2-9654-507c33ced8d2,45c7a62b-01d3-4bdc-a851-4b8cff154319,2023-07-08,3959.43,completed,2023-07-08
77be7dce-949a-4e03-8b9e-3cf1b6ab6b53,45c7a62b-01d3-4bdc-a851-4b8cff154319,2023-07-18,1286.65,cancelled,2023-07-18
4ab34ee4-cf4c-4486-a09f-81ae5700d60e,332c3f22-0956-42b8-a106-63c4d1be3c92,2023-05-14,5002.64,cancelled,2023-05-14
4b4c8499-799d-417a-8d1d-798ef7e590ad,332c3f22-0956-42b8-a106-63c4d1be3c92,2023-05-24,2915.97,completed,2023-05-24
93220818-8357-4d04-8916-c9d07e0f3cc4,332c3f22-0956-42b8-a106-63c4d1be3c92,2023-06-03,2637.78,completed,2023-06-03
8c91b326-05ca-4108-aa79-e661a22c8c22,332c3f22-0956-42b8-a106-63c4d1be3c92,2023-06-13,6426.38,completed,2023-06-13
49e8cf88-2c45-4938-a0f6-366625e68dab,332c3f22-0956-42b8-a106-63c4d1be3c92,2023-06-22,18042.83,completed,2023-06-22
082c3ef7-8320-40ac-8c49-f16465632bae,332c3f22-0956-42b8-a106-63c4d1be3c92,2023-07-01,1960.87,completed,2023-07-01
704dc901-7faa-42fd-9a3b-4f30ffcade01,b7676a2d-bfaf-486c-8b0b-904c9e0e4068,2023-08-22,1492.85,completed,2023-08-22
0e584951-4f4b-46f1-876e-d26dcaa84d5e,b7676a2d-bfaf-486c-8b0b-904c9e0e4068,2023-08-31,2158.2,completed,2023-08-31
cb671a04-cbb4-40af-b632-0f60cf0409bc,b7676a2d-bfaf-486c-8b0b-904c9e0e4068,2023-09-06,4924.85,completed,2023-09-06
437e828d-f530-4e87-8da9-7e48ad47d99a,b7676a2d-bfaf-486c-8b0b-904c9e0e4068,2023-09-11,12546.73,completed,2023-09-11
4ab2c582-adbb-4735-a04f-277363dcefd3,b7676a2d-bfaf-486c-8b0b-904c9e0e4068,2023-09-21,378.3,completed,2023-09-21
882ebc5c-f967-41c8-9c18-97999d05b3fb,b7676a2d-bfaf-486c-8b0b-904c9e0e4068,2023-10-03,3462.91,completed,2023-10-03
63f999df-e0d7-4411-b869-c0783f04abee,b7676a2d-bfaf-486c-8b0b-904c9e0e4068,2023-10-12,721.5,completed,2023-10-12
a59857e6-d436-43ac-8922-57fb3f928bbe,5a05aad2-5a03-4963-aea2-94236afb6e96,2023-09-19,5450.17,completed,2023-09-19
4cc0367b-d2fc-46a9-ad2b-8a4219cb9879,5a05aad2-5a03-4963-aea2-94236afb6e96,2023-10-08,4618.17,cancelled,2023-10-08
36fe6fd0-832f-4d81-a017-f1bf9013b838,5a05aad2-5a03-4963-aea2-94236afb6e96,2023-10-21,490.92,completed,2023-10-21
6ad77802-1ab9-4b78-81d1-dc148cd73b92,7837dcbd-eece-400f-90ff-678d248f8ced,2022-12-29,11415.23,completed,2022-12-29
49e10a6b-a932-4c1d-ac82-bc79d2bd4aff,c276d82e-48a7-46b1-a122-ef0f8aa2f43a,2023-04-24,10111.71,completed,2023-04-24
d36bd8c2-294b-4a15-b451-1d1580bf1d5d,c276d82e-48a7-46b1-a122-ef0f8aa2f43a,2023-05-05,5697.87,completed,2023-05-05
084a682d-906c-4f0a-8964-a219fbde18c5,c276d82e-48a7-46b1-a122-ef0f8aa2f43a,2023-05-17,479.77,cancelled,2023-05-17
3954bd2b-522d-4e5e-bc0d-5b6f98e34797,4901be73-d907-40be-b76b-7006f19f90cd,2023-03-22,2487.46,completed,2023-03-22
60b23890-3c52-414f-82c7-b51dfcbea96e,4901be73-d907-40be-b76b-7006f19f90cd,2023-04-02,19076.98,completed,2023-04-02
e0fe0ca9-25cb-4b79-8a18-ffdb16cd405e,4901be73-d907-40be-b76b-7006f19f90cd,2023-04-17,482.66,completed,2023-04-17
33d33dd5-93b0-47f5-8fc9-38ad1203acf9,067db9c5-1272-40fe-8578-daa4300d31c8,2023-12-24,147.0,completed,2023-12-24
c7f8b9d8-3c52-4e90-a915-2aa82d74b727,7f86b10e-824d-45c4-8c5e-93c3f69e3fa4,2023-12-16,968.62,completed,2023-12-16
7ee62fb5-b02b-4151-a85b-34c993269247,d3cfc543-11f1-4a69-bb7e-10ef89249d36,2022-12-05,16097.17,completed,2022-12-05
ef875657-efaa-4f7d-95d9-53c1f782b028,1cc9f168-2926-44cc-b3ae-bb65924b8d09,2023-06-29,2105.32,cancelled,2023-06-29
5813b746-118f-43e9-85a2-eaa6a0f2de64,1cc9f168-2926-44cc-b3ae-bb65924b8d09,2023-07-04,7987.2,completed,2023-07-04
ddf17488-a27c-4564-942b-6fa355db408f,1cc9f168-2926-44cc-b3ae-bb65924b8d09,2023-07-10,3387.3,cancelled,2023-07-10
4be1377c-527e-4b85-bad2-a275750d2c7b,1cc9f168-2926-44cc-b3ae-bb65924b8d09,2023-07-17,2579.33,completed,2023-07-17
37daf65f-08ce-44f7-bab7-6ba9287d135e,1cc9f168-2926-44cc-b3ae-bb65924b8d09,2023-07-25,232.93,completed,2023-07-25
c21f657c-5426-4645-a1ec-d98833eedf0b,1cc9f168-2926-44cc-b3ae-bb65924b8d09,2023-08-02,5103.9,completed,2023-08-02
c5a5809e-b5c7-4b05-b2bb-5a30e0421de3,1cc9f168-2926-44cc-b3ae-bb65924b8d09,2023-08-09,9552.58,completed,2023-08-09
901027dd-06ef-4a95-81df-f3e1af584544,1cc9f168-2926-44cc-b3ae-bb65924b8d09,2023-08-14,1243.53,completed,2023-08-14
989cffeb-804a-4075-9036-8237bdf9ba5c,c5c7c6a9-1926-4463-bc78-57ecc188f0c7,2023-10-12,11845.91,completed,2023-10-12
865041a0-b867-4d9e-93fb-7897617574a9,5a4ea388-a9f9-4f08-b514-80142d7269fc,2023-01-08,4901.52,completed,2023-01-08
572355f8-61fa-479b-b12e-8e3f89d0694b,037a5c2a-fcef-458b-9cda-804007ba9b7c,2023-07-15,24183.68,completed,2023-07-15
8f5fed53-7703-43a4-b787-97f26186758a,037a5c2a-fcef-458b-9cda-804007ba9b7c,2023-08-06,4649.98,completed,2023-08-06
0d17bcc7-7e4c-4b36-8aa5-8e78a4c94052,49567034-9a99-4930-9945-69012a0d50ea,2022-11-14,1654.81,completed,2022-11-14
5ad0728e-b1e5-416b-95cf-81fc86be8b52,49567034-9a99-4930-9945-69012a0d50ea,2022-11-28,17657.01,completed,2022-11-28
1cd53485-d97d-4d99-adb4-5aca78bbbc6a,ffc36754-cff9-4fa5-8f80-067961736934,2023-05-28,11486.24,completed,2023-05-28
0e70a4d4-5bf2-4d53-b220-79a2a4cefa36,ffc36754-cff9-4fa5-8f80-067961736934,2023-06-13,5969.75,completed,2023-06-13
40f76dcd-614c-4c36-8c39-7b8a633ff660,ffc36754-cff9-4fa5-8f80-067961736934,2023-06-27,23451.7,completed,2023-06-27
62c5be7f-2c41-4cdb-a658-b13d17ad3286,04aa8d85-25d0-4a3e-9883-c33e6b9a3fa7,2023-01-29,473.81,completed,2023-01-29
22dc098e-bf7c-4f69-b9db-feaea73f4ecb,04aa8d85-25d0-4a3e-9883-c33e6b9a3fa7,2023-02-06,3105.94,completed,2023-02-06
ddee7de7-6e2e-487c-97dd-41614d45c215,04aa8d85-25d0-4a3e-9883-c33e6b9a3fa7,2023-02-14,2142.37,completed,2023-02-14
617129f3-2efb-4a3d-b85b-8c4197f8c779,04aa8d85-25d0-4a3e-9883-c33e6b9a3fa7,2023-02-25,16021.45,completed,2023-02-25
42ecc1f1-e869-4f56-845b-bfba6019c531,04aa8d85-25d0-4a3e-9883-c33e6b9a3fa7,2023-03-04,526.54,completed,2023-03-04
49235d60-c1ca-4dc4-ae89-1438c934f7d2,04aa8d85-25d0-4a3e-9883-c33e6b9a3fa7,2023-03-09,3464.2,completed,2023-03-09
9f83f384-e5b4-44de-b967-8ab1a21aadb0,04aa8d85-25d0-4a3e-9883-c33e6b9a3fa7,2023-03-15,5886.92,completed,2023-03-15
a82c5e02-6efd-4bc2-81b8-8a0f0c20cdf1,5877f3af-1771-4189-8438-440a23e5a2dd,2023-10-29,642.8,completed,2023-10-29
89b616d6-b14c-45d2-9a86-02842b98a4a1,d713056d-4b1e-43a4-bab9-4b64203f2ff4,2023-11-27,1384.61,completed,2023-11-27
f9ea8ad6-fa13-4186-901f-085408ab5e6e,232b625c-dd38-4c3f-80ca-6cc1f6308978,2023-12-04,248.78,cancelled,2023-12-04
e7417f80-0f16-41ce-84fa-4c753de3d42b,232b625c-dd38-4c3f-80ca-6cc1f6308978,2023-12-21,765.15,completed,2023-12-21
cc4a0779-ec41-492c-9ebe-fe0a70c50ad2,232b625c-dd38-4c3f-80ca-6cc1f6308978,2024-01-02,1803.78,completed,2024-01-02
97528032-e26d-4f6c-b216-c259f7c34a61,5b37b187-2ad5-41d1-bc23-0d3e5f25f75a,2023-07-29,260.92,completed,2023-07-29
f20e8f00-5f4b-4448-9b0e-fd1d2cc7a702,5b37b187-2ad5-41d1-bc23-0d3e5f25f75a,2023-08-09,1363.37,completed,2023-08-09
0515e85e-b7f9-459a-bafa-5c5fc071d4dc,5bf2cfeb-5b3e-4a47-b9af-79102ec7d6cc,2023-01-25,4339.0,completed,2023-01-25
20659d7c-182e-4561-9392-a1a11a77832b,5bf2cfeb-5b3e-4a47-b9af-79102ec7d6cc,2023-02-06,726.03,completed,2023-02-06
4304a0c0-44df-4155-886f-bdd26901e369,7af6fc25-0e2f-4ee7-a9cd-2f4f35dac724,2023-06-22,2504.14,completed,2023-06-22
68d02a83-7ebe-4e7c-b6d0-f3245f75e4ed,7af6fc25-0e2f-4ee7-a9cd-2f4f35dac724,2023-07-11,2059.33,completed,2023-07-11
b184ea71-f17f-43ea-94ec-554e30303ce7,7af6fc25-0e2f-4ee7-a9cd-2f4f35dac724,2023-07-31,5103.9,completed,2023-07-31
632ebab5-b09b-42cd-9036-f01f19c2a77d,36ef97a0-b713-4ab0-938c-0061974e44fc,2023-10-02,18548.42,completed,2023-10-02
aa7b817d-e093-4d06-b7d4-d222858f204b,59e934c6-caa5-42b8-a212-caa8224cef64,2023-08-12,1536.94,completed,2023-08-12
b0c91a42-3937-4986-8950-b9d79a80b9bd,5691a0ac-329d-412c-8c2e-5a04c3a3510b,2023-11-29,1610.38,completed,2023-11-29
dff0a785-598f-434e-aef4-f0904ba80377,66735117-0049-48da-954d-1e92aed92128,2023-10-28,3922.04,completed,2023-10-28
112d4dfe-e4aa-424b-8cab-b2d19ba871cd,743d087e-5535-427f-9e8e-387206e723a8,2023-08-26,3716.22,completed,2023-08-26
5da97a9b-9961-4520-a3d4-05053d449d50,743d087e-5535-427f-9e8e-387206e723a8,2023-09-14,945.8,completed,2023-09-14
4ff2a7ca-8d1a-4345-9dfd-9d02e243b02a,1c59681e-18f3-4be4-bcbd-a3d73d11509f,2023-07-12,3275.96,completed,2023-07-12
25dd8d78-4c18-4d89-995b-5b574eacb604,05dd998b-8227-48d1-8b44-1f5149661268,2022-10-20,2884.56,cancelled,2022-10-20
fe9d3755-2dbc-425e-a211-70e79d393e09,05dd998b-8227-48d1-8b44-1f5149661268,2022-10-29,11506.3,completed,2022-10-29
61de587e-76b5-4f49-b51d-b45745f87569,05dd998b-8227-48d1-8b44-1f5149661268,2022-11-07,5783.75,completed,2022-11-07
f8e0628a-2962-439b-8536-861c3e6be390,05dd998b-8227-48d1-8b44-1f5149661268,2022-11-14,555.68,completed,2022-11-14
8c08fe06-5ba8-42d1-ac99-ee379f90cbb2,05dd998b-8227-48d1-8b44-1f5149661268,2022-11-20,1750.58,completed,2022-11-20
d1c74733-b5e2-42f9-a75d-dba710974c12,05dd998b-8227-48d1-8b44-1f5149661268,2022-12-02,4983.75,completed,2022-12-02
154ff520-43fe-4fa5-9f45-62015871a67c,42897ef1-c102-4648-badb-52c35d89b504,2023-10-07,800.55,completed,2023-10-07
46dd71b6-1b89-4383-a998-2c53f3b1ac21,42897ef1-c102-4648-badb-52c35d89b504,2023-10-19,8845.93,completed,2023-10-19
b7fee68a-80d3-42fb-8e7c-ad2d56776bf4,42897ef1-c102-4648-badb-52c35d89b504,2023-11-07,4634.7,completed,2023-11-07
437218cc-2a9a-4bce-bcb1-40e7c48ae953,a27d96f2-f61d-433b-bd3b-9b50689d8435,2023-09-29,13936.89,cancelled,2023-09-29
bc91af56-dc07-4502-b5e0-9dafe9e4a7de,a27d96f2-f61d-433b-bd3b-9b50689d8435,2023-10-18,2334.12,cancelled,2023-10-18
fa44d939-9967-48d8-a99f-b43814f46976,c03ccfca-5a60-48ea-9e69-60c0b550f380,2022-12-28,14323.4,completed,2022-12-28
