customer_id,signup_date,customer_type,city,created_at
d55bdae1-e474-441f-a468-bbce7b769da3,2023-09-21,one_time,Giza,2023-09-21 04:51:28
8d240e92-9272-4760-8336-6e44a6566400,2023-03-21,occasional,Giza,2023-03-21 18:26:58
8e6f8240-5e5e-4910-ac62-1d9d410d2a60,2022-11-09,one_time,Cairo,2022-11-09 17:27:18
14d812c5-e782-4a81-8f5c-4a97bbb2ebf9,2023-10-31,one_time,Giza,2023-10-31 07:23:39
887a4651-7773-4436-883e-2e0d24c4080a,2023-10-29,occasional,Tanta,2023-10-29 02:16:50
9238e779-f875-4707-8353-473e3f511f2d,2023-04-14,occasional,Cairo,2023-04-14 22:55:12
106ee88c-9da4-49a6-a0c1-c888dddf1643,2023-07-22,occasional,Cairo,2023-07-22 00:59:26
c7457b8c-97cd-4bc6-9833-7a64fd2ab163,2023-11-06,occasional,Giza,2023-11-06 10:54:37
45c7a62b-01d3-4bdc-a851-4b8cff154319,2023-06-06,occasional,Alex,2023-06-06 07:22:06
332c3f22-0956-42b8-a106-63c4d1be3c92,2023-05-08,loyal,Tanta,2023-05-08 21:45:02
34fec7d7-73e4-46a8-8b06-e598b1e659a1,2023-11-23,one_time,Tanta,2023-11-23 11:49:31
b7676a2d-bfaf-486c-8b0b-904c9e0e4068,2023-08-10,loyal,Tanta,2023-08-10 07:55:58
5a05aad2-5a03-4963-aea2-94236afb6e96,2023-09-01,occasional,Cairo,2023-09-01 11:09:28
7837dcbd-eece-400f-90ff-678d248f8ced,2022-11-15,one_time,Tanta,2022-11-15 00:13:22
c276d82e-48a7-46b1-a122-ef0f8aa2f43a,2023-04-11,occasional,Giza,2023-04-11 09:55:19
4901be73-d907-40be-b76b-7006f19f90cd,2023-03-12,occasional,Mansoura,2023-03-12 15:56:23
067db9c5-1272-40fe-8578-daa4300d31c8,2023-11-15,one_time,Giza,2023-11-15 14:59:22
7f86b10e-824d-45c4-8c5e-93c3f69e3fa4,2023-10-26,one_time,Mansoura,2023-10-26 04:19:07
d3cfc543-11f1-4a69-bb7e-10ef89249d36,2022-10-28,one_time,Cairo,2022-10-28 22:28:12
1cc9f168-2926-44cc-b3ae-bb65924b8d09,2023-06-19,loyal,Mansoura,2023-06-19 07:33:53
c5c7c6a9-1926-4463-bc78-57ecc188f0c7,2023-08-26,one_time,Giza,2023-08-26 17:56:24
5a4ea388-a9f9-4f08-b514-80142d7269fc,2022-11-11,one_time,Giza,2022-11-11 12:41:35
037a5c2a-fcef-458b-9cda-804007ba9b7c,2023-07-01,occasional,Alex,2023-07-01 14:39:30
49567034-9a99-4930-9945-69012a0d50ea,2022-10-31,occasional,Mansoura,2022-10-31 13:23:37
ffc36754-cff9-4fa5-8f80-067961736934,2023-05-11,occasional,Giza,2023-05-11 11:20:46
04aa8d85-25d0-4a3e-9883-c33e6b9a3fa7,2023-01-17,loyal,Tanta,2023-01-17 13:06:30
5877f3af-1771-4189-8438-440a23e5a2dd,2023-09-10,one_time,Mansoura,2023-09-10 11:23:18
d713056d-4b1e-43a4-bab9-4b64203f2ff4,2023-10-27,one_time,Cairo,2023-10-27 17:17:11
232b625c-dd38-4c3f-80ca-6cc1f6308978,2023-11-19,occasional,Tanta,2023-11-19 22:43:50
5b37b187-2ad5-41d1-bc23-0d3e5f25f75a,2023-07-17,occasional,Giza,2023-07-17 03:11:00
5bf2cfeb-5b3e-4a47-b9af-79102ec7d6cc,2023-01-09,occasional,Alex,2023-01-09 16:45:37
7af6fc25-0e2f-4ee7-a9cd-2f4f35dac724,2023-06-03,occasional,Tanta,2023-06-03 11:53:28
36ef97a0-b713-4ab0-938c-0061974e44fc,2023-08-07,one_time,Alex,2023-08-07 20:34:33
59e934c6-caa5-42b8-a212-caa8224cef64,2023-07-04,one_time,Giza,2023-07-04 11:37:02
5691a0ac-329d-412c-8c2e-5a04c3a3510b,2023-10-11,one_time,Alex,2023-10-11 20:43:39
66735117-0049-48da-954d-1e92aed92128,2023-09-08,one_time,Giza,2023-09-08 13:45:17
743d087e-5535-427f-9e8e-387206e723a8,2023-08-16,occasional,Giza,2023-08-16 10:35:27
1c59681e-18f3-4be4-bcbd-a3d73d11509f,2023-06-09,one_time,Giza,2023-06-09 10:26:53
05dd998b-8227-48d1-8b44-1f5149661268,2022-10-13,loyal,Giza,2022-10-13 06:02:44
42897ef1-c102-4648-badb-52c35d89b504,2023-09-22,occasional,Giza,2023-09-22 01:02:13
a27d96f2-f61d-433b-bd3b-9b50689d8435,2023-09-13,occasional,Mansoura,2023-09-13 16:52:39
c03ccfca-5a60-48ea-9e69-60c0b550f380,2022-11-07,one_time,Mansoura,2022-11-07 10:51:54
39609859-a75f-449e-8566-9d550b54f291,2023-03-19,loyal,Cairo,2023-03-19 02:20:45
e8e277b9-7c22-4984-b12f-959216f2db68,2023-10-30,occasional,Cairo,2023-10-30 02:33:24
6439e383-b7da-41fe-92c4-28f08d6e1a20,2022-11-02,one_time,Alex,2022-11-02 07:06:25
14c4d134-4f99-49ac-bb2e-55130172a415,2023-08-11,one_time,Giza,2023-08-11 16:30:52
bb1f3c7f-4683-43d3-a043-6fbd12b06b06,2023-04-06,one_time,Tanta,2023-04-06 22:27:01
9454d2cf-acb7-4bdb-a8bc-23a33135c432,2022-10-14,one_time,Alex,2022-10-14 15:37:05
3b841ea8-3495-43d4-98c2-62928512841f,2022-10-12,one_time,Mansoura,2022-10-12 11:07:08
134db66c-c301-400c-aaec-591ab9d9bf55,2023-03-26,one_time,Giza,2023-03-26 21:23:53
9d79b501-5ded-42d5-a9ce-e0bcbd9cae53,2023-11-27,one_time,Tanta,2023-11-27 10:47:20
c3914755-7e89-4229-b93c-890c4291d8ff,2023-01-21,occasional,Cairo,2023-01-21 04:52:05
18e4c619-b142-4ce8-9883-3235f3c4573c,2022-10-22,loyal,Cairo,2022-10-22 19:11:40
b1c654ff-6850-4d3b-8e2b-5287d0e93244,2023-07-02,one_time,Cairo,2023-07-02 03:31:15
c4f8d600-72d9-454c-b83e-309f04593a66,2022-12-05,loyal,Alex,2022-12-05 03:52:40
10cf1f9c-cd8b-4e11-8ff9-6e0d98979347,2023-04-24,one_time,Mansoura,2023-04-24 22:10:43
31ad9e4a-f811-45d2-8d66-cd76109d83d4,2023-10-08,occasional,Alex,2023-10-08 18:55:33
2dc7281a-7934-418c-b68f-61c75ae956aa,2023-11-23,one_time,Giza,2023-11-23 15:50:56
eaa4c79f-41b4-4634-8036-6cc2e4d50b14,2022-11-24,one_time,Mansoura,2022-11-24 23:02:46
923c2e0a-a1cc-480d-b962-f07f14c14d34,2023-06-12,loyal,Alex,2023-06-12 22:02:09
af9b3b44-7d5c-40e4-acc8-0719f164b2e9,2022-12-15,occasional,Alex,2022-12-15 23:44:12
8ed7b134-6103-4c0e-b9b3-822a37e98256,2023-09-03,occasional,Cairo,2023-09-03 22:16:28
a35823b6-ef9d-48f4-9417-32d06af5acf5,2023-11-04,loyal,Tanta,2023-11-04 12:16:38
e0950f84-da4d-481a-88d6-08a723c96dfe,2022-12-16,occasional,Tanta,2022-12-16 13:13:46
f8b717d1-b542-48ae-bb35-467663cc60f5,2023-09-23,loyal,Cairo,2023-09-23 03:19:32
5d743bf9-4006-4b87-a755-7df706b30edc,2022-12-21,one_time,Mansoura,2022-12-21 08:47:25
98facf95-5d92-4996-a1aa-d27d76e7499f,2023-12-01,one_time,Giza,2023-12-01 21:29:18
dfd97706-4cc0-40c4-a513-f87917e05b00,2023-10-09,one_time,Giza,2023-10-09 03:20:14
9dca10bd-3560-474d-88b7-ade89da30f34,2023-04-18,one_time,Giza,2023-04-18 02:16:22
c519d241-d467-492f-ada3-c2c00eb080b3,2022-11-11,one_time,Tanta,2022-11-11 20:38:56
a0c2f29a-e527-4318-850a-b7cb6d89e606,2023-08-29,occasional,Tanta,2023-08-29 03:16:00
eb74edce-fc88-4a69-bb92-ba2c87e63950,2022-11-25,one_time,Cairo,2022-11-25 09:11:35
90ccc3ae-6180-4581-af76-f1245dcb15f4,2023-10-06,one_time,Alex,2023-10-06 03:33:36
26f79c46-b946-432a-b5f9-7996910d9ae5,2023-05-30,loyal,Giza,2023-05-30 22:12:52
992b7395-d80b-4b27-939c-f5a9da178edc,2023-05-31,occasional,Cairo,2023-05-31 23:07:17
1f5eda72-a27b-4170-bd9e-b81f9db9dfee,2023-01-05,one_time,Mansoura,2023-01-05 18:42:15
7f1716fc-d740-4bfd-920b-c306ee110f46,2023-06-02,occasional,Alex,2023-06-02 08:11:02
b08c45e6-1197-424d-af52-5887a59319cc,2023-12-01,one_time,Cairo,2023-12-01 17:09:41
8bdc0b43-f4d4-480b-a0b6-41abe45030c1,2023-05-20,one_time,Mansoura,2023-05-20 23:19:32
e27a1d7e-4d99-4f33-813f-208cb5c87ce6,2023-09-28,one_time,Giza,2023-09-28 01:37:08
e28112f3-b307-4bec-bf56-492cff54daa2,2023-04-11,occasional,Mansoura,2023-04-11 22:06:42
4d00fe70-8dc5-4735-b9c1-d5c05fae5707,2023-11-09,loyal,Mansoura,2023-11-09 01:19:12
0a8d0771-6c9c-4bbe-ab6a-4d0c9b9d8c92,2023-11-20,one_time,Tanta,2023-11-20 16:12:45
96ace084-bdb9-443a-a151-b4cc07bdfba2,2023-07-28,one_time,Mansoura,2023-07-28 17:11:50
faa3c3b3-1193-4061-a498-78837a92d5d4,2023-03-31,one_time,Alex,2023-03-31 10:25:46
83c2983c-64b2-47d5-aa80-e39779fa446b,2023-04-25,one_time,Tanta,2023-04-25 23:49:21
08190065-f4f6-4f23-a475-4e093ae40fae,2023-08-21,one_time,Alex,2023-08-21 03:46:47
9d2db25b-02f8-47a9-9bce-ec5ab068ffb6,2023-07-18,loyal,Cairo,2023-07-18 22:22:39
4465b905-8caf-4fcd-b25a-dc1df064879e,2022-12-19,loyal,Giza,2022-12-19 20:58:58
8898e1e7-3243-4f04-8734-4cd629ab0474,2023-03-22,one_time,Tanta,2023-03-22 19:59:48
d563a8bd-0824-4f05-aae9-9b48b022255e,2023-04-04,one_time,Cairo,2023-04-04 03:58:53
f6296b38-bb8b-439c-9500-893089c8bdc3,2023-07-11,one_time,Giza,2023-07-11 14:34:43
65a2c81e-01e3-4afb-9ad7-5d7fe41b0359,2023-02-26,one_time,Mansoura,2023-02-26 04:08:58
995e0537-d4da-4fd4-8c0b-ee480714c7bf,2023-05-03,one_time,Mansoura,2023-05-03 07:04:18
59f187fb-1132-4117-b27a-20773aec7293,2023-01-23,occasional,Mansoura,2023-01-23 11:17:22
b2554b75-97d6-457c-82b0-06afefca1115,2023-09-22,one_time,Giza,2023-09-22 01:57:05
9aa22bf7-42d7-48ee-84b3-10a30cc3639d,2023-06-28,loyal,Alex,2023-06-28 00:26:22
3ad8addb-d327-46c0-b3ef-399e3519fd25,2023-05-09,occasional,Cairo,2023-05-09 05:46:11
3fc4b968-f197-4c60-bab3-5dbaec11fe9a,2023-06-07,occasional,Cairo,2023-06-07 10:24:22
4be55670-c255-45ce-a767-6f38de847f3e,2023-07-05,occasional,Alex,2023-07-05 10:58:43
a45bc240-4428-4e79-85e4-cefe00d6a418,2023-06-02,one_time,Mansoura,2023-06-02 16:08:26
6cc51742-e7c7-4414-ab55-f84fcca9060f,2023-07-06,occasional,Alex,2023-07-06 08:49:15
cade3b7e-35af-441b-b0a9-8f5aea21c9fc,2023-09-20,occasional,Tanta,2023-09-20 18:41:46
b51aa7fe-f8c0-44f3-905c-8937c79f3e97,2023-05-29,one_time,Giza,2023-05-29 06:25:14
9f530b0e-f54a-4866-9747-453718ced6ce,2022-10-13,one_time,Giza,2022-10-13 01:26:48
0c041c9d-cb89-4a89-8525-2ed977b243d1,2023-11-18,loyal,Cairo,2023-11-18 02:43:23
195e3ea8-2be0-4ff5-8edd-5c5184a6f4a7,2022-12-15,loyal,Mansoura,2022-12-15 11:54:58
2323ab89-ce57-4852-bf5f-9edc5d268ae5,2023-02-23,one_time,Giza,2023-02-23 12:03:31
79369738-b9d3-497d-bc82-9556f82843d5,2023-02-27,one_time,Tanta,2023-02-27 04:28:03
9eb51505-ef03-40ff-9c86-447ae71db4a4,2023-04-30,one_time,Alex,2023-04-30 20:34:34
ef6c80df-5798-46cc-a116-b11069a79317,2022-10-12,occasional,Tanta,2022-10-12 00:56:20
cf7be169-6fb2-4308-a119-164b0c375f28,2022-10-12,one_time,Tanta,2022-10-12 11:06:06
738f5397-c4ef-4725-b431-3e2b1c77d702,2023-03-29,occasional,Cairo,2023-03-29 18:46:55
8b1c46f2-f52f-4229-97f6-6fd09aca2594,2022-11-29,loyal,Mansoura,2022-11-29 03:32:37
6aa81f89-a37c-4dc2-a208-9eeea7681362,2023-01-17,one_time,Tanta,2023-01-17 03:22:14
99b61c8c-943f-4a63-938a-8073c2819cec,2023-08-05,one_time,Tanta,2023-08-05 04:29:59
0e700334-ffe4-4aa7-ad08-58f93575f2d4,2023-07-01,occasional,Tanta,2023-07-01 04:01:48
a159ad69-f88d-49b2-bff4-9480c4e2934f,2023-03-13,occasional,Mansoura,2023-03-13 19:06:44
21e43f78-eb81-4740-bc08-60f7d2572acc,2023-03-12,one_time,Giza,2023-03-12 19:15:09
b2b69020-aa1a-454e-ab89-623317a4f9ae,2023-06-06,one_time,Mansoura,2023-06-06 23:10:36
75ceedca-4d84-42ee-9a97-78f41182694a,2023-10-27,one_time,Giza,2023-10-27 15:45:49
c3d29be0-51bd-4445-80e9-168da01073b4,2022-11-19,occasional,Tanta,2022-11-19 21:31:56
bd527377-25dc-48d2-8985-b355b89b5fd7,2022-10-31,one_time,Alex,2022-10-31 12:22:13
fac7dcba-0b4a-4f32-9312-47b643b08b0e,2023-01-06,one_time,Giza,2023-01-06 08:33:12
834002f0-a819-477e-a3c4-a3ea614ae4bb,2023-11-02,one_time,Giza,2023-11-02 18:45:05
353ed238-02bf-4305-9015-224ef50798e1,2023-08-04,one_time,Mansoura,2023-08-04 19:35:33
5c3f65a1-c967-4052-9101-ea396aacb3ce,2023-09-15,occasional,Mansoura,2023-09-15 09:55:18
19ab175a-b55e-4788-9dcf-caf0fcb8683e,2022-11-03,loyal,Giza,2022-11-03 04:15:23
af7e95f2-1d4e-40bf-a0b4-129a2207f706,2022-12-15,one_time,Tanta,2022-12-15 21:40:51
82484ae1-405e-45f8-9b23-2d2ca85c6b94,2022-10-30,one_time,Alex,2022-10-30 09:29:40
67b7dae5-a26b-4bfe-a43b-82294a1cfa8a,2023-05-04,occasional,Mansoura,2023-05-04 03:29:20
2eb9e028-5d8e-4089-9453-0ab809200878,2023-01-11,loyal,Alex,2023-01-11 12:35:10
c579da74-331c-421f-a049-7cb364ad3b03,2023-03-21,one_time,Mansoura,2023-03-21 20:50:16
f351bbb8-e56b-46f1-9645-74a72054570a,2023-05-13,one_time,Giza,2023-05-13 20:07:25
c940ba8f-7cdf-4264-89d4-c0dfde3939a0,2023-07-01,one_time,Tanta,2023-07-01 07:06:11
d14a0641-ff48-4e61-a9a7-de0b8e5c46e2,2022-11-28,loyal,Alex,2022-11-28 06:07:55
ad27b1ea-920e-4998-8871-5a858dc9401d,2023-11-21,occasional,Alex,2023-11-21 12:29:46
c31e1fe0-b2ce-4b5d-be17-850397e36a7e,2022-10-13,one_time,Mansoura,2022-10-13 03:06:58
8542bdab-1798-4403-9970-39a780c7c8be,2023-07-20,occasional,Alex,2023-07-20 09:39:41
95a04d73-d842-42e4-a9f1-48e904b485d7,2023-01-17,occasional,Giza,2023-01-17 15:04:33
68cde369-b805-472a-ac3b-7572cd0291bb,2022-11-01,loyal,Cairo,2022-11-01 17:18:50
74af977c-8b57-457b-a43b-de48b04b9118,2023-11-30,occasional,Tanta,2023-11-30 05:30:35
b19e02e3-71d4-4d04-bfe6-bdd24395a8a4,2022-10-19,one_time,Alex,2022-10-19 22:29:46
d83286aa-f65c-4c5d-9b51-0805595fa880,2023-02-06,occasional,Giza,2023-02-06 08:13:34
c1efe82c-d1df-4a0e-9574-1f1ac56759e3,2023-06-27,one_time,Giza,2023-06-27 00:09:08
d5af2c81-9e90-418d-976a-b79673195f7d,2023-08-24,one_time,Giza,2023-08-24 18:42:02
55cdd000-236d-4c27-a36a-3f0fc3a1decb,2023-05-30,occasional,Mansoura,2023-05-30 09:42:45
f70f6358-102a-4fc6-b33f-4bdf94c796d2,2023-01-03,occasional,Giza,2023-01-03 09:42:28
02f1daee-ae81-4944-a8d3-d56f87f3ffd3,2022-11-29,loyal,Tanta,2022-11-29 13:48:06
140508ff-a949-46c4-ac15-2d43812f6b64,2022-11-01,one_time,Giza,2022-11-01 06:24:42
40162f81-8571-4673-9b71-15bdca86712b,2023-04-22,one_time,Giza,2023-04-22 04:51:02
2dc6f8ad-1247-4a5c-b311-1d899f467aea,2023-01-15,one_time,Tanta,2023-01-15 15:54:13
4758a95c-f511-4f77-91a7-cc7c24f1c669,2023-06-12,one_time,Alex,2023-06-12 07:56:39
26a9e853-58f4-42f7-99ec-cda57135a762,2022-12-08,one_time,Tanta,2022-12-08 11:16:33
368d5fa3-b157-489c-affe-a146b19f6395,2023-10-22,loyal,Alex,2023-10-22 10:56:35
a2689c6c-9ddd-4c35-b0b6-3d79b9f12043,2023-10-19,occasional,Cairo,2023-10-19 07:41:06
66872345-6524-4064-b08d-c7a834034600,2022-10-22,loyal,Giza,2022-10-22 07:43:26
b03c407b-7e59-4e79-9329-4c7ae404e240,2023-04-13,one_time,Giza,2023-04-13 00:03:41
29b7fa75-170b-4fec-a6f1-d32e1345052c,2023-04-26,one_time,Giza,2023-04-26 20:29:11
29913c8c-4183-4f02-b1c6-49f856ddfef8,2023-01-04,occasional,Giza,2023-01-04 14:30:02
2696d520-b3e4-4f9d-a8bd-609c042a3d1a,2023-03-17,occasional,Cairo,2023-03-17 17:21:30
d255b5ec-f94c-4d79-870d-e27289e6f6d9,2023-08-12,one_time,Cairo,2023-08-12 20:24:55
86978a3f-cfea-4a1a-8b93-effaa899c888,2023-03-22,occasional,Cairo,2023-03-22 21:18:36
2bebeca7-7a20-435d-93c5-4cfa3c0169fc,2022-11-06,occasional,Giza,2022-11-06 12:02:57
a7cb5de5-e8f2-4da7-a403-45167fdba7f9,2023-08-21,one_time,Cairo,2023-08-21 20:07:49
5f7a8247-4379-46d8-9ee2-8820eb4982eb,2023-05-30,loyal,Mansoura,2023-05-30 17:42:15
fbba97d9-7c73-4a45-9f0d-c99a6c7a53aa,2023-10-04,loyal,Tanta,2023-10-04 13:03:20
957ca1b9-680d-4e76-bbbe-c476c1bc793c,2023-03-24,occasional,Alex,2023-03-24 09:48:14
a325d7f6-2c01-4c13-a61a-0b213896007c,2023-09-07,occasional,Cairo,2023-09-07 06:59:32
9e0e72a1-956a-4cb6-b9d0-5f96cdf040d6,2022-10-29,loyal,Giza,2022-10-29 01:55:16
f687130f-1c08-4aa0-bb92-4d981e9e70c6,2023-02-03,one_time,Mansoura,2023-02-03 02:47:10
b395f951-6438-4c3f-b52f-1e471b2e6894,2023-11-09,one_time,Alex,2023-11-09 08:19:52
ea626846-99fe-4fa5-aa3f-95f1886bad6a,2023-03-15,occasional,Cairo,2023-03-15 16:01:20
943c781a-097f-4830-ac5f-29bbcec6675e,2023-08-14,one_time,Cairo,2023-08-14 09:50:47
81045bf9-e9f3-47d6-8cad-bb06305ce66b,2022-11-29,occasional,Giza,2022-11-29 19:46:04
47fe68a2-6c22-4f88-901b-5e8d9944c57f,2023-05-29,one_time,Giza,2023-05-29 16:41:56
bff931ca-7312-4ac6-b9ca-6f76d6d86d7b,2023-05-17,occasional,Tanta,2023-05-17 03:41:11
887ebc7a-ba85-46f8-bef1-1e740c8dac22,2022-12-05,one_time,Tanta,2022-12-05 21:59:03
fb581611-4dfc-4343-963d-2a53c73c4450,2023-09-28,one_time,Alex,2023-09-28 01:20:50
bf46001c-5e82-49a8-b609-5ddb1e1fe7d9,2023-02-22,occasional,Tanta,2023-02-22 03:57:29
5aa1ff30-f93b-481e-b883-079b9728a0c5,2022-11-17,loyal,Giza,2022-11-17 20:24:13
743f5a6b-d6d5-4c6f-93cb-3ef505c4ff69,2022-10-03,one_time,Cairo,2022-10-03 01:08:51
c8a7329a-88ce-4724-bfc5-8bfdcdf3525c,2023-08-08,one_time,Alex,2023-08-08 02:01:39
ab014f5c-7577-40b3-bf66-d8fe2b3d59de,2023-06-02,one_time,Cairo,2023-06-02 18:24:33
d98924a8-c2e4-4d00-be6c-3d160a4f644d,2023-11-14,one_time,Mansoura,2023-11-14 20:02:44
a355c220-847d-4d81-83b5-a26d0db9dd32,2023-05-26,one_time,Giza,2023-05-26 05:51:21
4441396b-5bcf-4dea-89a2-41c92b8a1404,2022-10-15,one_time,Cairo,2022-10-15 14:26:49
43bad68d-7acc-4043-ac59-4c8040f0c6f7,2023-05-04,one_time,Tanta,2023-05-04 11:48:09
e5e92689-2edf-4811-93e7-b84d6512513e,2023-10-17,occasional,Alex,2023-10-17 04:36:11
530e675c-5a5e-415e-8dc2-f6e722611758,2023-03-17,one_time,Tanta,2023-03-17 05:47:50
d46232e5-f43d-47d5-8466-9f971bb2e148,2023-10-01,one_time,Tanta,2023-10-01 14:26:27
d6db8cd8-e401-429c-b10a-85c2ca2d0ad2,2023-04-19,occasional,Giza,2023-04-19 20:21:24
23369619-82ca-4b92-b160-f2d4c42b7722,2023-07-01,one_time,Mansoura,2023-07-01 23:37:19
7b6c0462-eb98-4e58-8c27-d636ef09c077,2023-03-08,one_time,Mansoura,2023-03-08 09:57:35
6a4205c2-d4b9-4ad1-98a1-6cd44b7e5bbf,2023-08-03,one_time,Mansoura,2023-08-03 10:37:27
9692d37b-dfc3-4242-92f3-7028c9d70182,2023-08-27,one_time,Alex,2023-08-27 00:46:33
7631f785-b36e-4f86-a181-8f4b1ed752f0,2023-06-30,occasional,Mansoura,2023-06-30 11:02:17
9546b270-ff51-41b6-8e6c-423e572ddf5c,2022-12-03,one_time,Alex,2022-12-03 04:27:40
88350472-4533-4d10-8a50-7a4d69fbaed4,2023-07-25,loyal,Tanta,2023-07-25 14:15:28
c5820750-8a1d-40c9-a640-a85c1fc51631,2023-07-08,occasional,Cairo,2023-07-08 13:27:17
cd027022-b5f9-458e-ba64-1da91dac4b6a,2022-11-25,one_time,Alex,2022-11-25 07:12:34
d06f1a29-fa0f-44a9-b7e1-9eb40fd78fc8,2023-09-30,one_time,Alex,2023-09-30 14:39:07
2ac3913a-007f-4a6c-bee3-a455d414af3e,2023-06-12,one_time,Mansoura,2023-06-12 09:19:51
8bbf5e47-8ff4-4394-86ca-fee64328e626,2023-09-06,one_time,Alex,2023-09-06 02:09:06
90b2a1c9-7c5d-45c2-adb4-65ed81a56940,2023-03-11,one_time,Tanta,2023-03-11 23:52:47
a24f001a-c2a1-44c5-9a95-f83f6b11d638,2023-01-06,one_time,Tanta,2023-01-06 09:03:55
0636c852-a5c3-4bdb-8a60-2ab0077e7644,2022-10-09,one_time,Mansoura,2022-10-09 16:04:39
b8e8e544-6155-4d3f-bcd2-20311de04331,2023-10-20,loyal,Mansoura,2023-10-20 06:14:53
3cb1f409-5b59-444c-afe6-8f778246e32f,2023-01-15,occasional,Cairo,2023-01-15 20:27:26
e26cef90-f9e4-4cdd-8fac-2689ac742575,2023-11-18,occasional,Giza,2023-11-18 17:43:40
1babdc48-14c4-4981-a4c1-7e367e548be2,2023-01-20,one_time,Alex,2023-01-20 17:27:52
28cd82d5-d6da-40d5-8623-49f31805ac5f,2023-09-01,one_time,Mansoura,2023-09-01 17:37:24
7eff4aa5-8229-4fb6-9897-4074c531275e,2022-12-14,one_time,Cairo,2022-12-14 20:28:08
5bb44252-b98c-4702-9236-025d8901da06,2023-08-27,one_time,Giza,2023-08-27 21:11:44
6496935b-a300-4762-a37c-36a918ff3dbd,2023-02-17,loyal,Cairo,2023-02-17 23:40:33
3955798e-705b-4df3-900f-054304905116,2023-05-22,one_time,Giza,2023-05-22 12:19:44
a613d650-113f-4f71-bbec-3da50522014c,2022-12-16,one_time,Mansoura,2022-12-16 08:43:23
5a67f8d9-0949-4789-9537-5ca33830b80b,2023-07-20,one_time,Tanta,2023-07-20 20:10:25
